"cliid","placa","datapedido"
"6074","RU21WOL","2012-08-03"
"6075","CU05SES","2017-05-04"
"6076","BP89CIG","2018-12-12"
"6077","QW52SSH","2015-08-13"
"6078","XO30CYF","2014-10-10"
"6079","ZE24SQG","2019-11-23"
"6080","QG72HHW","2023-03-23"
"6081","ZU82JQK","2009-12-04"
"6082","AM32FIW","2018-02-04"
"6083","GW66FZG","2017-02-07"
"6084","JO07YFR","2018-06-22"
"6085","QT91YUA","2022-06-24"
"6086","CL65GJB","2012-08-31"
"6087","FE10TLP","2022-10-18"
"6088","HK22RGS","2010-12-12"
"6089","NK43IYC","2009-08-28"
"6090","CU79XGV","2020-06-09"
"6091","HU11PRK","2021-05-09"
"6092","SA72QSQ","2019-01-24"
"6093","TJ12TRC","2021-12-19"
"6094","UA27OYY","2022-12-22"
"6095","UU51RPY","2021-05-02"
"6096","EB32JBC","2016-11-30"
"6097","GK66HMY","2011-03-06"
"6098","FK72FEA","2021-04-29"
"6099","WE93ZUQ","2018-02-27"
"6100","NS30DGY","2011-04-03"
"6101","RX49GYX","2017-01-27"
"6102","HF75LUH","2022-10-19"
"6103","EH57ZWK","2013-01-02"
"6104","BM81WCU","2015-07-11"
"6105","BF11RZK","2024-04-02"
"6106","GP73EXB","2023-09-29"
"6107","BH56AFQ","2011-05-31"
"6108","ON43ODG","2010-10-16"
"6109","AZ96TBE","2020-08-20"
"6110","KK18KLF","2020-04-03"
"6111","ZX66IJY","2021-11-19"
"6112","BS50LFU","2022-04-04"
"6113","TN05PUE","2013-11-19"
"6114","JV17ZUW","2015-12-15"
"6115","CA15BVZ","2015-12-02"
"6116","VR79OFH","2012-10-22"
"6117","OZ14UEQ","2023-10-13"
"6118","EA80WPA","2018-07-20"
"6119","IH90XFF","2021-02-20"
"6120","QC07JHX","2019-09-07"
"6121","BC41YBT","2010-11-19"
"6122","EH41GTA","2021-09-06"
"6123","BA84DBG","2016-04-11"
"6124","AN22UHD","2018-12-31"
"6125","QO51ZVE","2018-08-11"
"6126","AU50LGX","2019-02-08"
"6127","FF57MUD","2012-02-04"
"6128","JC56SWU","2019-01-08"
"6129","WQ85RIL","2012-04-04"
"6130","LA66PWZ","2012-03-21"
"6131","AY54QEN","2017-03-30"
"6132","HS89CTS","2023-12-03"
"6133","TP88BKO","2019-09-10"
"6134","GX88CYZ","2019-05-24"
"6135","ML65LTZ","2016-01-12"
"6136","OL28PJJ","2016-08-31"
"6137","TW53GYX","2014-09-02"
"6138","PK68VBX","2017-11-05"
"6139","YM53XIT","2019-12-06"
"6140","FU14IJD","2024-02-18"
"6141","AT06GRQ","2019-04-04"
"6142","GR52BKL","2016-11-04"
"6143","WX90XGL","2021-03-15"
"6144","PV10DKH","2012-02-22"
"6145","SH66FHI","2021-06-23"
"6146","IE86YIG","2019-12-20"
"6147","XI30SYD","2015-12-09"
"6148","WE45KOM","2020-11-17"
"6149","VX54HSE","2018-04-12"
"6150","MK89IER","2019-06-21"
"6151","FH59YUE","2012-10-29"
"6152","MC34UUO","2011-08-10"
"6153","MS37FLQ","2018-08-03"
"6154","FW70NXR","2010-12-11"
"6155","FK04WAX","2011-02-22"
"6156","SP60CXP","2023-07-23"
"6157","QW98DZE","2012-04-22"
"6158","AP77IXV","2019-01-18"
"6159","QM46KMK","2009-12-14"
"6160","RF33JXN","2016-02-13"
"6161","FS84CPX","2019-10-12"
"6162","WP62DFM","2017-05-16"
"6163","AC66RRT","2019-05-22"
"6164","HT38RQV","2010-06-05"
"6165","JX29JOT","2017-07-16"
"6166","KP83OWT","2019-12-30"
"6167","OE94DXJ","2022-06-17"
"6168","WJ61ZQQ","2020-07-01"
"6169","QW18DCG","2023-02-01"
"6170","XE83GVH","2014-10-07"
"6171","OQ00AVS","2011-01-15"
"6172","PD72HDQ","2010-04-02"
"6173","DE98BNS","2021-06-16"
"6174","EW69BDB","2020-06-20"
"6175","HT13JNO","2018-01-11"
"6176","KI01FJI","2023-11-06"
"6177","DG11VOU","2014-01-07"
"6178","QZ03GKX","2013-02-27"
"6179","HN71THY","2021-02-28"
"6180","GW68EBD","2016-03-23"
"6181","GC00XFH","2017-12-21"
"6182","UG29FHK","2016-04-26"
"6183","CJ46RZD","2019-09-29"
"6184","AM29FJH","2020-02-09"
"6185","WD89JZZ","2009-11-17"
"6186","LI86RCK","2018-03-31"
"6187","GM23EYN","2021-10-30"
"6188","QC53TUT","2011-01-06"
"6189","WS67AZH","2010-11-26"
"6190","ZE95BNL","2020-10-19"
"6191","WY09ELT","2019-04-06"
"6192","AU94GGG","2011-05-15"
"6193","VI86VKB","2014-10-24"
"6194","WX46DDA","2018-02-09"
"6195","ZZ34SAI","2019-12-16"
"6196","OY90HJV","2016-05-29"
"6197","FY97ZNC","2009-12-19"
"6198","EN02DCY","2018-06-28"
"6199","PO07GIY","2012-02-27"
"6200","PY20DST","2011-06-25"
"6201","CP38WKY","2019-12-26"
"6202","PB29TVD","2011-01-29"
"6203","VY17FQD","2021-06-02"
"6204","HD32YBR","2019-10-28"
"6205","WZ72PSH","2022-04-18"
"6206","YC08QOP","2018-04-03"
"6207","XR46NAG","2015-04-17"
"6208","JA99QBB","2012-09-13"
"6209","ZA72SFT","2018-01-09"
"6210","ZN60RBD","2014-08-25"
"6211","XM51IJV","2011-06-14"
"6212","IE99RUK","2017-02-02"
"6213","XF43VUY","2010-04-30"
"6214","OI14QVH","2011-12-23"
"6215","EO96VSW","2020-02-12"
"6216","JV95KZH","2023-05-29"
"6217","JM08AWJ","2019-10-31"
"6218","QE66OWP","2015-03-30"
"6219","LW05SPR","2021-12-02"
"6220","DQ86OOX","2020-02-06"
"6221","XA12WKQ","2023-03-04"
"6222","HB70VWU","2015-03-26"
"6223","AG47NSV","2023-08-12"
"6224","EF75IYG","2022-01-30"
"6225","PU97SCK","2020-07-21"
"6226","IL46ZTT","2018-08-01"
"6227","BY23CVU","2019-01-03"
"6228","IO07OHT","2012-08-03"
"6229","FC31JGX","2023-12-11"
"6230","FL83TRG","2010-12-01"
"6231","XY87ITV","2023-03-21"
"6232","YJ41IPJ","2021-05-06"
"6233","ZX43ZYE","2020-10-08"
"6234","EP68ULI","2013-06-03"
"6235","RK28BFF","2020-03-16"
"6236","FM47RUY","2020-10-04"
"6237","EA10UKI","2022-08-31"
"6238","UM86JGM","2013-05-04"
"6239","MC74OXJ","2018-06-27"
"6240","WP16ZBV","2014-03-20"
"6241","HO77ART","2013-05-26"
"6242","TC72LQC","2023-11-13"
"6243","YF71HZE","2011-05-10"
"6244","OC95ITA","2023-08-04"
"6245","ZV06VKR","2011-11-26"
"6246","MK23SFF","2019-11-13"
"6247","LI71PBP","2021-03-20"
"6248","PM05PAD","2024-03-05"
"6249","ZE49NVA","2018-07-14"
"6250","BP00EAO","2019-02-12"
"6251","BN78JDB","2015-09-04"
"6252","ZA70AYV","2022-08-15"
"6253","MQ28GPV","2019-11-06"
"6254","VI59VPU","2018-08-02"
"6255","VB15MBC","2012-11-01"
"6256","JD39NCE","2016-06-05"
"6257","JY07ATB","2010-03-09"
"6258","GK05VST","2019-09-16"
"6259","LY31HUI","2012-07-19"
"6260","HX68RVZ","2014-08-10"
"6261","IK36OHS","2010-12-17"
"6262","BF52DBA","2014-11-30"
"6263","OI27WXN","2012-03-02"
"6264","TS37DCE","2022-03-26"
"6265","CL11HIE","2023-08-24"
"6266","QZ51DLJ","2024-01-07"
"6267","EJ01WEC","2022-12-12"
"6268","IG72ELD","2014-03-09"
"6269","JT42BYX","2014-01-09"
"6270","CQ81TZK","2014-08-18"
"6271","YF61JPU","2019-02-25"
"6272","SG17QCW","2009-11-10"
"6273","ZS46OTS","2015-10-30"
"6274","NR26GYD","2013-05-25"
"6275","CU15INL","2016-01-29"
"6276","KK03ZON","2016-08-07"
"6277","VL82CVC","2014-07-07"
"6278","XO23SEJ","2023-08-07"
"6279","ZB39QJH","2017-02-09"
"6280","SB26XGM","2018-10-18"
"6281","FU82UGW","2022-09-26"
"6282","DY56DFY","2017-10-25"
"6283","GL79GBM","2013-10-01"
"6284","XU87TSM","2010-08-24"
"6285","SU27VOK","2018-01-13"
"6286","SI13JUF","2021-04-25"
"6287","YD71RXE","2012-11-14"
"6288","TC53DCN","2013-08-27"
"6289","RA81EID","2014-06-24"
"6290","LO14YHB","2024-04-14"
"6291","JS83EPE","2012-12-03"
"6292","AF59OZO","2023-03-03"
"6293","XV21ZJQ","2015-02-14"
"6294","QV56FRO","2019-07-09"
"6295","PE00CEE","2010-02-20"
"6296","JC61PRS","2009-12-18"
"6297","KJ81GNE","2015-02-28"
"6298","ZM97LUQ","2011-01-25"
"6299","JE38OTL","2021-09-13"
"6300","TH05XRD","2014-08-06"
"6301","LL47TBL","2021-05-09"
"6302","TU42QQR","2020-01-22"
"6303","TQ91KUN","2010-03-04"
"6304","MA98MON","2009-10-13"
"6305","NX71DTS","2022-09-05"
"6306","LL09QKM","2012-04-10"
"6307","OF30NOS","2020-03-10"
"6308","AA21LIX","2010-09-23"
"6309","ZX13DZQ","2015-03-20"
"6310","VN25YLC","2023-12-19"
"6311","LP35JSR","2011-11-12"
"6312","AW04GZW","2011-06-23"
"6313","WJ63CVJ","2012-08-26"
"6314","GB78ICN","2016-01-04"
"6315","GE54YCD","2018-09-13"
"6316","NI19IZC","2014-06-17"
"6317","US06QYS","2024-02-16"
"6318","AF51ALK","2021-11-07"
"6319","YS19VWJ","2013-11-23"
"6320","CY48RMH","2012-06-19"
"6321","VP83TES","2021-05-24"
"6322","BR05UNZ","2012-06-01"
"6323","RP15UFK","2021-06-17"
"6324","ID54YZM","2021-10-20"
"6325","JT37PGQ","2013-12-08"
"6326","AO24LIS","2010-12-04"
"6327","MW18RED","2012-02-29"
"6328","GM75JKS","2023-11-17"
"6329","BJ08IQD","2015-10-20"
"6330","VN35XEB","2010-10-03"
"6331","OW96XFT","2013-03-28"
"6332","KP32JOR","2019-04-08"
"6333","FY51WUH","2015-09-11"
"6334","UM52JBT","2016-01-27"
"6335","OZ12EQN","2022-11-23"
"6336","SW30FDS","2014-12-21"
"6337","PM91ZTQ","2020-09-06"
"6338","FO68NAV","2020-11-12"
"6339","QU55OHE","2022-10-17"
"6340","EZ69VAB","2015-06-01"
"6341","YW13NEI","2013-09-14"
"6342","LR47VHM","2020-06-04"
"6343","SU30CBK","2017-05-04"
"6344","NB99FJQ","2016-05-20"
"6345","OA59QUL","2021-01-19"
"6346","XZ20QCS","2022-12-11"
"6347","XJ13NZU","2009-09-13"
"6348","XT26XSV","2013-02-05"
"6349","TU20RGM","2016-12-21"
"6350","CM21VWZ","2014-04-01"
"6351","WK13NPA","2013-03-27"
"6352","VR04KDR","2023-05-18"
"6353","DL00TDP","2013-11-30"
"6354","BC17IHV","2012-05-29"
"6355","XG06GHS","2015-04-03"
"6356","JA08PVQ","2017-09-21"
"6357","NS95LYG","2019-11-22"
"6358","BG32HFO","2011-01-13"
"6359","NI50ALP","2017-03-06"
"6360","OT43EFC","2015-01-06"
"6361","CQ92FLN","2011-05-21"
"6362","WO48GII","2017-05-26"
"6363","PL96HLJ","2014-12-23"
"6364","QA94GSD","2023-03-30"
"6365","PF38HSQ","2011-07-06"
"6366","RI38MJK","2010-03-08"
"6367","ZG05EGM","2017-08-10"
"6368","VK02SJI","2016-08-22"
"6369","QU08XOC","2015-01-23"
"6370","WY19JEY","2016-04-06"
"6371","ZW14WHA","2010-12-20"
"6372","HL17IIV","2010-03-16"
"6373","NL54GPF","2012-12-21"
"6374","NQ20PHZ","2010-12-18"
"6375","LW58EXO","2023-01-11"
"6376","WM80RIB","2022-01-04"
"6377","ER32MYT","2022-02-16"
"6378","VL71PJP","2013-06-01"
"6379","BS48DJQ","2012-12-15"
"6380","IU28UUG","2017-02-18"
"6381","YW55YCM","2019-12-26"
"6382","NV23BHW","2014-07-26"
"6383","QH97YUI","2019-12-21"
"6384","GG04UTV","2012-12-14"
"6385","XB35FDY","2014-01-31"
"6386","IP71UDS","2013-08-17"
"6387","VO42LBZ","2011-04-20"
"6388","CA20ZPJ","2016-05-11"
"6389","NG25TTP","2011-11-01"
"6390","SM70XZQ","2018-10-23"
"6391","JC64AUI","2018-11-14"
"6392","JS79PIV","2017-08-22"
"6393","FH13ERE","2012-08-06"
"6394","GP09UUM","2016-05-21"
"6395","HL48KTC","2013-08-16"
"6396","NK81HGQ","2021-09-28"
"6397","KE15PPS","2013-03-10"
"6398","BS21WBT","2010-10-13"
"6399","II43GRS","2016-09-27"
"6400","ST09JLP","2012-04-08"
"6401","ID68FDK","2019-04-14"
"6402","SO33LIW","2023-03-02"
"6403","UR65JCG","2024-01-30"
"6404","GA86KGZ","2021-03-05"
"6405","PV75GTR","2013-12-28"
"6406","KQ86PBL","2018-07-29"
"6407","OL11DLM","2014-12-17"
"6408","EC33BJM","2012-09-17"
"6409","UP13KXC","2017-01-25"
"6410","RZ45QUM","2023-09-26"
"6411","JR04NFC","2020-06-24"
"6412","TQ20CXU","2023-03-25"
"6413","DI89ONM","2018-08-17"
"6414","TC01ERA","2016-01-02"
"6415","XD16YCZ","2021-07-04"
"6416","WS60RZW","2013-01-29"
"6417","VG55RCP","2014-08-13"
"6418","RO44RKG","2021-06-24"
"6419","IL44JIG","2019-08-05"
"6420","FS45KCX","2014-06-05"
"6421","IX64ANB","2020-09-22"
"6422","IK19LWV","2016-11-06"
"6423","XE02FCG","2016-08-25"
"6424","IC43NUH","2011-11-17"
"6425","BR40HHZ","2018-08-18"
"6426","NL84LUW","2020-12-15"
"6427","HM58YCB","2016-12-02"
"6428","NN44YTR","2016-11-23"
"6429","EF91WUA","2017-04-19"
"6430","IG20GON","2015-06-28"
"6431","FD37GVK","2014-10-29"
"6432","EL40LJB","2013-07-22"
"6433","WU49VPK","2023-10-04"
"6434","TT46ANQ","2017-01-16"
"6435","KN33UJN","2019-10-10"
"6436","QT88RYN","2020-02-15"
"6437","OH13ACS","2017-03-10"
"6438","JZ67KQC","2014-12-14"
"6439","VA34YFQ","2010-07-27"
"6440","PX97AXN","2013-09-28"
"6441","KN55SYQ","2015-03-23"
"6442","ND55QDM","2019-09-06"
"6443","FR46HZN","2017-01-14"
"6444","KG65HZO","2017-01-14"
"6445","VG65ZEH","2013-03-25"
"6446","ND97VAV","2015-01-23"
"6447","AX56GNA","2013-06-17"
"6448","LB78PKJ","2023-06-13"
"6449","EU65FXQ","2016-03-09"
"6450","PL39APQ","2021-08-14"
"6451","NT26UDU","2022-10-17"
"6452","YG78EAJ","2021-07-30"
"6453","VT28XZU","2022-05-24"
"6454","YG12LNJ","2013-07-16"
"6455","BC39EVH","2018-12-23"
"6456","GS10NQY","2023-11-28"
"6457","NL44POI","2023-11-28"
"6458","FZ72PDR","2012-07-22"
"6459","ZI56NYK","2020-03-30"
"6460","AA02HPD","2019-07-17"
"6461","BO94MCO","2016-03-14"
"6462","LQ02WDU","2021-11-12"
"6463","AV85FKM","2021-10-18"
"6464","SU85CSI","2015-12-28"
"6465","KL69PPY","2023-08-29"
"6466","RO18SQR","2022-10-06"
"6467","TU05DOE","2012-05-16"
"6468","HY20NEL","2012-04-29"
"6469","JA39WFH","2014-03-04"
"6470","XH14FAJ","2015-04-08"
"6471","AF92AWJ","2011-08-16"
"6472","OB77FRS","2010-08-02"
"6473","KA07JLV","2010-05-25"
"6474","VV04ACZ","2015-04-15"
"6475","LN41QNY","2021-05-06"
"6476","LZ52BLC","2017-05-17"
"6477","XF51USX","2009-12-07"
"6478","QE38ICC","2013-10-14"
"6479","WV28PFR","2018-05-09"
"6480","WQ15MNL","2014-03-17"
"6481","IN19BWE","2011-11-14"
"6482","DI04PAV","2023-12-05"
"6483","RZ16WGU","2016-07-23"
"6484","OG75AZQ","2024-03-17"
"6485","GY47QOJ","2010-02-05"
"6486","CE41TRX","2010-12-16"
"6487","JA98UNA","2021-01-22"
"6488","YU77HSF","2012-08-20"
"6489","FJ40REW","2022-07-08"
"6490","HR62GSI","2012-05-08"
"6491","WW33JJU","2020-11-09"
"6492","AH77CBP","2017-10-05"
"6493","HT46LEF","2014-06-24"
"6494","QC06AEQ","2021-11-29"
"6495","HO73EJC","2024-01-29"
"6496","MU34GSL","2021-03-10"
"6497","NJ02ASM","2010-11-16"
"6498","VO67HJP","2016-05-04"
"6499","WP67SIN","2022-10-27"
"6500","QR39LJK","2010-01-11"
"6501","FT19EJP","2011-11-04"
"6502","WS06JHL","2012-02-16"
"6503","RP09DSD","2013-09-06"
"6504","CC75NJL","2021-08-17"
"6505","GJ23QRW","2020-11-10"
"6506","DX03IOJ","2017-09-13"
"6507","ZQ42OJX","2020-10-12"
"6508","KM75MUX","2011-11-13"
"6509","HK15SEK","2010-07-25"
"6510","IS24IHI","2015-02-16"
"6511","TD06STF","2019-04-04"
"6512","SU58DDT","2010-09-16"
"6513","LH17UTS","2011-02-15"
"6514","OG57PHH","2010-07-08"
"6515","TN96SIX","2012-05-04"
"6516","MZ94FDJ","2013-02-28"
"6517","SW98AMK","2012-02-23"
"6518","OE35OIJ","2021-02-10"
"6519","FD51AHO","2010-01-09"
"6520","RG57NQB","2015-04-14"
"6521","HK97PMR","2015-05-11"
"6522","RR18MTD","2012-07-09"
"6523","OS18JIA","2014-10-07"
"6524","NZ96SIC","2019-07-10"
"6525","SI92VSM","2017-09-20"
"6526","YG69RVI","2011-09-08"
"6527","TT55ZUC","2021-10-09"
"6528","QK21IQZ","2020-12-24"
"6529","KV94UCK","2009-09-11"
"6530","IK67QFG","2017-06-19"
"6531","XZ29NYQ","2010-02-12"
"6532","TL04LUV","2013-12-21"
"6533","VU57XFO","2017-12-05"
"6534","HK20PKR","2015-01-06"
"6535","FB47IJA","2024-01-11"
"6536","FR31RHX","2014-06-06"
"6537","CT11LVS","2012-02-01"
"6538","LA03FBU","2022-11-05"
"6539","UP56WFY","2014-10-01"
"6540","IV12DRF","2010-05-03"
"6541","FU06BEY","2013-05-17"
"6542","RA76HOP","2013-03-21"
"6543","CG11TNT","2014-12-06"
"6544","UE30AJJ","2022-02-07"
"6545","WC53VJO","2018-05-22"
"6546","GK48JCN","2023-10-25"
"6547","DC24PNP","2021-06-20"
"6548","SK31RIH","2017-08-20"
"6549","OC14KVT","2021-06-19"
"6550","RY40JRK","2016-08-14"
"6551","UX85PHZ","2010-06-10"
"6552","DN65ECP","2009-11-07"
"6553","QS09VWK","2019-01-07"
"6554","FE81CXE","2010-09-11"
"6555","VX30TEJ","2013-10-12"
"6556","ET63AOA","2010-06-26"
"6557","JM52KUD","2020-03-25"
"6558","EX29TCC","2022-05-24"
"6559","HT71ZKN","2017-04-28"
"6560","GJ35XNA","2021-12-04"
"6561","PN78FYX","2014-08-01"
"6562","BI12QUV","2023-08-19"
"6563","UW08QSZ","2021-02-22"
"6564","UD50FQJ","2018-10-07"
"6565","KV42ETM","2010-09-25"
"6566","DF83KPG","2014-02-07"
"6567","OC10PFY","2015-10-09"
"6568","HU32HTI","2019-01-12"
"6569","DS97GLM","2016-04-18"
"6570","PR74LDN","2021-02-04"
"6571","RB97SGD","2019-06-06"
"6572","CX38HFC","2022-07-11"
"6573","BI79RSE","2011-03-23"
"6574","MN40XSB","2014-07-01"
"6575","JV60QPX","2022-09-02"
"6576","CY93ZTQ","2012-12-07"
"6577","GF74FKA","2014-05-30"
"6578","HO05XNX","2022-09-02"
"6579","XP39EUC","2022-09-10"
"6580","NH64YEY","2017-05-30"
"6581","OY28ICM","2021-12-06"
"6582","TU38ORF","2017-09-03"
"6583","EL46QWI","2022-10-18"
"6584","GE50WBR","2015-05-14"
"6585","KX52CFA","2014-08-30"
"6586","JG47TMA","2024-04-04"
"6587","OE98UFV","2020-03-07"
"6588","RS39KJD","2023-12-13"
"6589","LT15VGV","2010-12-15"
"6590","YS46RFO","2020-08-10"
"6591","NO92NYP","2011-07-04"
"6592","JM55GDI","2014-05-29"
"6593","YO87LDS","2024-04-13"
"6594","WZ15BUG","2010-09-15"
"6595","MI66JWY","2015-08-08"
"6596","ET76FXA","2021-10-22"
"6597","ZL36PTN","2018-08-26"
"6598","EX89HRO","2023-04-26"
"6599","AD00GPL","2012-02-04"
"6600","QR18SBH","2014-04-17"
"6601","WD05LHQ","2022-01-04"
"6602","AC88HLF","2013-04-25"
"6603","LW01NXK","2017-07-24"
"6604","KC38BOB","2019-10-25"
"6605","VG30VFV","2021-03-29"
"6606","ZP36ESV","2015-04-12"
"6607","QK07MTQ","2023-11-29"
"6608","VS75PWF","2016-05-03"
"6609","BR29QRZ","2011-02-24"
"6610","CB58WLA","2023-10-17"
"6611","XV95KRJ","2020-03-21"
"6612","WG24QRU","2020-07-07"
"6613","RO57XQK","2018-03-15"
"6614","ZG65ZCL","2024-03-28"
"6615","XH53CCU","2010-03-27"
"6616","MP48UKV","2010-04-12"
"6617","OD67KPH","2022-01-08"
"6618","AH41WQR","2014-12-20"
"6619","BR05CTZ","2014-10-03"
"6620","TT95WUT","2010-05-18"
"6621","OW78OGM","2014-02-01"
"6622","BH62GZT","2014-07-29"
"6623","GI70FRM","2015-03-26"
"6624","XS90RMB","2018-06-02"
"6625","CK47ZAF","2011-08-24"
"6626","CK95KFJ","2014-06-06"
"6627","HC25STJ","2021-08-09"
"6628","VX55ZXR","2013-09-22"
"6629","WV50UIV","2011-04-24"
"6630","DN62UNM","2010-06-29"
"6631","XJ16MXS","2021-10-31"
"6632","QU84ZVH","2015-03-16"
"6633","SA65QOL","2013-06-25"
"6634","KL99BOM","2024-01-13"
"6635","RU36FVP","2012-07-13"
"6636","KR99FNJ","2014-09-20"
"6637","GF34NJK","2009-10-06"
"6638","MY92QUK","2019-11-23"
"6639","QA05HBP","2010-06-01"
"6640","BM08PUU","2016-02-17"
"6641","YO22VBV","2019-11-06"
"6642","LU16JCJ","2021-05-24"
"6643","CH77PQN","2016-10-22"
"6644","YZ08QMX","2022-04-06"
"6645","DS90WZD","2023-03-24"
"6646","ME76BLP","2010-04-29"
"6647","JZ73UIA","2016-03-16"
"6648","DX51PDN","2021-01-01"
"6649","UT50EIP","2009-10-16"
"6650","NH28MCA","2018-06-12"
"6651","KJ03MJF","2020-10-10"
"6652","QF42EJH","2019-08-18"
"6653","UF11FAR","2015-02-02"
"6654","OL86SCZ","2013-03-24"
"6655","IQ26YSS","2019-06-18"
"6656","YC55XCR","2014-08-23"
"6657","UN59TWJ","2019-12-07"
"6658","PC77ZQU","2017-12-19"
"6659","CX55RIK","2016-07-21"
"6660","ZJ41XAS","2023-04-26"
"6661","TD14ZWE","2015-02-14"
"6662","IO63NVB","2020-04-29"
"6663","IW38KTK","2015-01-15"
"6664","DH81HGR","2017-09-25"
"6665","MN57JUP","2022-08-09"
"6666","RL52HCF","2013-06-10"
"6667","TL50ZUS","2012-10-04"
"6668","YH34QYU","2020-12-01"
"6669","KK73BKK","2013-05-03"
"6670","BM79SBX","2023-03-28"
"6671","PI92HUZ","2023-06-10"
"6672","YI16ZEF","2020-05-19"
"6673","BS66GTY","2023-04-16"
"6674","HA60MRQ","2021-05-16"
"6675","OZ65ZCC","2015-11-07"
"6676","FW39LMJ","2009-10-05"
"6677","XD05YZX","2018-05-21"
"6678","GZ03GAI","2018-06-24"
"6679","GT21ARG","2022-09-07"
"6680","WF27UWC","2011-08-30"
"6681","GO05YZV","2015-01-06"
"6682","WL71VEX","2024-01-15"
"6683","HY85UGL","2009-10-23"
"6684","WS99KXE","2010-08-18"
"6685","NV25NWU","2010-06-26"
"6686","RP72KWA","2019-04-29"
"6687","UX66KKF","2019-05-14"
"6688","CI14UVI","2009-08-07"
"6689","IH77JKE","2017-05-04"
"6690","ZT12HHO","2016-07-26"
"6691","PR11BVN","2021-03-18"
"6692","PN69WNZ","2018-07-18"
"6693","SH63YMW","2012-04-24"
"6694","SB16GIW","2015-10-26"
"6695","TT63AVI","2022-09-12"
"6696","ZZ71YUW","2011-11-10"
"6697","WT86BIT","2017-09-09"
"6698","QR61FUP","2021-02-18"
"6699","HK74CON","2012-05-02"
"6700","JM29DFO","2023-03-09"
"6701","BO80LVY","2021-12-06"
"6702","KT80IKQ","2012-02-10"
"6703","VG86JQW","2010-12-09"
"6704","QO15KXI","2016-11-26"
"6705","KZ47UEZ","2015-05-28"
"6706","DM86SAA","2016-04-16"
"6707","RS77FXH","2016-02-07"
"6708","YG16UGW","2021-06-05"
"6709","DR13ZRG","2015-10-30"
"6710","QW82JQD","2022-02-19"
"6711","WG47VYE","2017-08-22"
"6712","RV17BBP","2019-06-06"
"6713","WK22RSC","2018-01-31"
"6714","KE76JRR","2013-01-22"
"6715","BW44DDR","2013-06-12"
"6716","OG95NXE","2010-08-12"
"6717","XK55WQB","2024-04-21"
"6718","QN77CBQ","2020-01-01"
"6719","TL39ELG","2018-02-18"
"6720","CU39EJT","2023-04-11"
"6721","MK47TTQ","2016-12-05"
"6722","YA74ZGQ","2023-10-18"
"6723","FH53VMD","2018-01-04"
"6724","YQ88FBM","2018-03-29"
"6725","UM74ZWU","2019-09-26"
"6726","NJ41QEF","2022-10-25"
"6727","VU44JMQ","2021-02-03"
"6728","BW79AAO","2023-12-03"
"6729","PI43WZK","2019-12-06"
"6730","QI97CBI","2011-05-07"
"6731","PN64NQC","2014-05-26"
"6732","FC66QEU","2013-06-11"
"6733","IP32XPR","2014-10-30"
"6734","GX98OOD","2010-02-27"
"6735","FY02CYV","2016-07-08"
"6736","UU17BLY","2015-06-11"
"6737","JD85KBX","2023-02-13"
"6738","WN11NFO","2011-09-10"
"6739","LM42NPH","2011-02-10"
"6740","CW97ZSZ","2020-08-16"
"6741","PB66YLP","2010-07-25"
"6742","SJ46OTG","2015-01-20"
"6743","VP12BFA","2019-03-17"
"6744","PM04BMT","2023-06-13"
"6745","GL97VSD","2014-11-26"
"6746","GP86FKT","2023-11-06"
"6747","OD58PVN","2018-07-31"
"6748","CI30XGA","2018-05-19"
"6749","RL43OAA","2014-04-26"
"6750","MQ64OFK","2015-10-30"
"6751","KA93MYL","2015-12-23"
"6752","SD71XRB","2018-07-15"
"6753","HT43IIK","2016-08-06"
"6754","CS97OHP","2020-07-30"
"6755","KN33HOE","2016-05-30"
"6756","YK81OKQ","2014-07-03"
"6757","CH91NEC","2016-09-17"
"6758","YW86IPP","2021-03-25"
"6759","OO91OAR","2022-04-28"
"6760","DF06WSH","2012-06-20"
"6761","KD71ZHW","2018-02-10"
"6762","EX23YXO","2023-06-01"
"6763","GH03YJR","2024-02-08"
"6764","ML89JKI","2011-11-08"
"6765","JT75MNR","2016-11-18"
"6766","CM86PBL","2009-09-08"
"6767","EG86TNC","2012-08-27"
"6768","BN51CIF","2021-05-28"
"6769","CV75QLW","2014-06-26"
"6770","DO97TEM","2018-11-07"
"6771","VW38AQR","2022-01-24"
"6772","EZ64OKZ","2012-04-30"
"6773","TT14FJA","2012-08-11"
"6774","SG43CFQ","2023-12-30"
"6775","WY60DUE","2021-01-09"
"6776","ZV56BKS","2013-02-09"
"6777","BN52FQN","2014-10-25"
"6778","ET01LFF","2013-12-12"
"6779","CH02DZQ","2014-01-06"
"6780","LO89GUU","2011-04-03"
"6781","HD30DLD","2015-05-18"
"6782","CN32QFA","2010-04-17"
"6783","YH35WBJ","2023-06-07"
"6784","YY27RQJ","2014-04-02"
"6785","RY56IWJ","2017-08-18"
"6786","ME17RPT","2022-07-29"
"6787","DN91THK","2023-09-04"
"6788","MJ97VIP","2019-03-13"
"6789","XO97VFO","2014-10-02"
"6790","LJ75TAE","2022-12-31"
"6791","TG92SAJ","2016-02-01"
"6792","TG37RKZ","2019-11-29"
"6793","UE10XPF","2019-10-07"
"6794","QD86AOD","2012-01-02"
"6795","SV08KTO","2023-10-02"
"6796","OM73ZXR","2016-05-17"
"6797","DR64BRV","2015-10-14"
"6798","OM37ODE","2016-10-08"
