"placa","marca","modelo","anofab","licenca"
"FR46HZN","Fiat","Grand Cherokee",2023,"bkwzyiJS"
"KG65HZO","Porsche","Element",2020,"FitJFcQd"
"VG65ZEH","Smart","Accord",2015,"kFOcbEZE"
"ND97VAV","Chevrolet","Model S",2021,"IiACuFua"
"AX56GNA","Ford","Model T",2012,"RMBOyerI"
"LB78PKJ","Honda","Wrangler",2012,"OlmqNPWz"
"EU65FXQ","Maserati","Alpine",2020,"okIemDlv"
"PL39APQ","Maserati","Roadster",2019,"hIoCCioT"
"NT26UDU","Lamborghini","ATS",2015,"pazFDzsh"
"YG78EAJ","Aston Martin","Wrangler",2022,"mwiADstq"
"VT28XZU","Porsche","1",2014,"QCbBXEOq"
"YG12LNJ","Smart","Escalade",2019,"zzjoDqFB"
"BC39EVH","Dodge","Altima",2013,"jigrOysF"
"GS10NQY","Ferrari","Malibu",2022,"cghZpRxr"
"NL44POI","Porsche","Camry",2020,"EXtPNPTW"
"FZ72PDR","Lamborghini","Mercielago",2013,"ejfJkOmr"
"ZI56NYK","Ford","Mustang",2023,"tCcsuggt"
"AA02HPD","Lamborghini","Charger",2015,"BivUZTLT"
"BO94MCO","Maserati","Prius",2017,"IXktbPol"
"LQ02WDU","Kia","A8",2011,"zFCyyEOW"
"AV85FKM","Jaguar","Land Cruiser",2014,"nCxAkyJV"
"SU85CSI","Bentley","PT Cruiser",2014,"FCGxVFiU"
"KL69PPY","Kia","Civic",2023,"rQRVrPOC"
"RO18SQR","Porsche","Jetta",2017,"RLANxgYm"
"TU05DOE","Tesla","Mustang",2021,"fjwoKvEf"
"HY20NEL","Ferrari","A4",2015,"vzuOSIIZ"
"JA39WFH","Porsche","CX-9",2017,"ItNaVevt"
"XH14FAJ","Land Rover","CTS",2016,"cTEiaJDE"
"AF92AWJ","Land Rover","Cruze",2023,"aElafEER"
"OB77FRS","Audi","Impala",2022,"lFosYKsn"
"KA07JLV","Hyundai","Colorado",2019,"zFbDDMVc"
"VV04ACZ","Tesla","Durango",2021,"WrbkNiPv"
"LN41QNY","Bentley","Corvette",2022,"mZbnBQUk"
"LZ52BLC","Maserati","CX-9",2021,"jQZPGnwo"
"XF51USX","Honda","Silverado",2021,"uQXgrNJq"
"QE38ICC","Cadillac","Silverado",2022,"rPXIUjEI"
"WV28PFR","Mazda","Impala",2017,"kzubQhBf"
"WQ15MNL","Ferrari","F-150",2013,"CJCElOVc"
"IN19BWE","Cadillac","Ranchero",2012,"GLlUhtJA"
"DI04PAV","Hyundai","Colorado",2013,"FcZBTFwC"
"RZ16WGU","Nissan","Jetta",2015,"nclWZzUB"
"OG75AZQ","Maserati","Camaro",2015,"PDbaBLdI"
"GY47QOJ","Dodge","Colorado",2017,"WRzSuSNk"
"CE41TRX","Volvo","V90",2021,"LDVWKwBP"
"JA98UNA","Maserati","A4",2010,"lwmHQWOi"
"YU77HSF","Smart","Cruze",2015,"AXSbxXGF"
"FJ40REW","Aston Martin","Aventador",2013,"rVaeMKVR"
"HR62GSI","Ford","V90",2022,"RqbkAezY"
"WW33JJU","Honda","Explorer",2012,"iNASfday"
"AH77CBP","Bugatti","Malibu",2017,"TOGImXTP"
"HT46LEF","Rolls Royce","Camaro",2022,"wuZBnzgS"
"QC06AEQ","Jaguar","Aventador",2021,"FvxXHYxa"
"HO73EJC","Smart","Challenger",2014,"iVYJAZNH"
"MU34GSL","Volvo","LeBaron",2017,"sgbgRgkh"
"NJ02ASM","Aston Martin","A4",2010,"aZOizmnK"
"VO67HJP","Tesla","Aventador",2015,"QxNsAZMI"
"WP67SIN","Honda","Wrangler",2018,"JLnhkEmK"
"QR39LJK","Polestar","Escalade",2017,"esbfJCvS"
"FT19EJP","Bentley","Altima",2019,"VHqKdwqO"
"WS06JHL","Mercedes Benz","911",2021,"qXOvZeAh"
"RP09DSD","Mazda","El Camino",2014,"LZVpDotJ"
"CC75NJL","Nissan","Cruze",2021,"looUByFy"
"GJ23QRW","Audi","F-150",2024,"azizCopL"
"DX03IOJ","Maserati","Impala",2012,"kYOYtQbO"
"ZQ42OJX","Polestar","ATS",2017,"cHfGfeRh"
"KM75MUX","Toyota","Fortwo",2020,"kaxJEsxK"
"HK15SEK","Chevrolet","Escalade",2022,"iUuNKEyH"
"IS24IHI","Kia","Golf",2010,"OnLLEaNR"
"TD06STF","Audi","Civic",2020,"rjgKARth"
"SU58DDT","Porsche","Challenger",2014,"ORusnVOk"
"LH17UTS","Volkswagen","Jetta",2023,"RbkRBuru"
"OG57PHH","Smart","Beetle",2023,"arnKMKnL"
"TN96SIX","Audi","Model Y",2018,"tRYGrcSc"
"MZ94FDJ","Dodge","Jetta",2020,"vbLMLCAX"
"SW98AMK","Hyundai","Escalade",2022,"kBqrGMXR"
"OE35OIJ","Aston Martin","CTS",2015,"ufCyZKOU"
"FD51AHO","Mercedes Benz","Accord",2013,"hvPZaPLn"
"RG57NQB","Polestar","LeBaron",2014,"hLJdWilV"
"HK97PMR","Fiat","Jetta",2020,"EUCpfGsP"
"RR18MTD","Jeep","Model X",2011,"gmxcovUz"
"OS18JIA","Lamborghini","Fiesta",2017,"HEmTPaHO"
"NZ96SIC","Nissan","Sentra",2022,"weUyEQFn"
"SI92VSM","Kia","Grand Caravan",2017,"FMmuGGkY"
"YG69RVI","Mini","Grand Caravan",2018,"SXdOifbm"
"TT55ZUC","Maserati","2",2020,"RVKupqnU"
"QK21IQZ","Ferrari","Volt",2014,"CPPFcBPt"
"KV94UCK","Toyota","Grand Cherokee",2019,"hbovkWDz"
"IK67QFG","BMW","Charger",2022,"lNVBzrPw"
"XZ29NYQ","Bugatti","Fortwo",2018,"zcleCFJF"
"TL04LUV","Kia","Jetta",2015,"dleQPJYi"
"VU57XFO","Tesla","ATS",2017,"oQjHMCjw"
"HK20PKR","Jeep","Fiesta",2021,"UjacicDG"
"FB47IJA","Chevrolet","1",2021,"WIOQOwwQ"
"FR31RHX","Chrysler","Fortwo",2011,"WwFhAcko"
"CT11LVS","Porsche","Accord",2018,"vUbqONUj"
"LA03FBU","Fiat","Focus",2016,"yUwSzxcq"
"UP56WFY","Honda","Charger",2018,"pKKKExCw"
"IV12DRF","Cadillac","Accord",2020,"HBdjFBxw"
"FU06BEY","Maserati","Explorer",2012,"bIijbDHA"
"RA76HOP","Aston Martin","Expedition",2013,"juYnCHie"
"CG11TNT","Jaguar","Fiesta",2018,"XcthhUVw"
"UE30AJJ","Land Rover","XC90",2015,"FDtdzqIO"
"WC53VJO","Fiat","Golf",2014,"bijGJYsS"
"GK48JCN","Tesla","Camry",2016,"YGVaFhjv"
"DC24PNP","BMW","Beetle",2020,"PWhyvWJu"
"SK31RIH","Ferrari","Expedition",2019,"nYmXAPyE"
"OC14KVT","Land Rover","Element",2019,"UvhHpKzF"
"RY40JRK","Ferrari","Model X",2021,"JBofKHcO"
"UX85PHZ","Nissan","ATS",2020,"wOOlBqke"
"DN65ECP","Ferrari","Camaro",2019,"idwnYQAV"
"QS09VWK","Honda","El Camino",2021,"zSehcmmp"
"FE81CXE","Mazda","1",2022,"AmBdBxvo"
"VX30TEJ","Mini","Alpine",2018,"uunwCDow"
"ET63AOA","Dodge","Fiesta",2011,"HOyhEUNe"
"JM52KUD","Lamborghini","Colorado",2015,"JBfFSfuh"
"EX29TCC","Porsche","Model Y",2020,"ZeJWHRqn"
"HT71ZKN","Ford","Charger",2012,"EvpdcdEM"
"GJ35XNA","Ferrari","Model Y",2011,"fZbRffdp"
"PN78FYX","Mercedes Benz","CTS",2016,"rGdbbcee"
"BI12QUV","Chrysler","El Camino",2019,"UaKwRaaO"
"UW08QSZ","Aston Martin","Ranchero",2022,"LiQNTsZh"
"UD50FQJ","Nissan","Land Cruiser",2023,"UuRhPsOI"
"KV42ETM","Aston Martin","Model T",2021,"zVYTFthp"
"DF83KPG","Kia","Grand Cherokee",2018,"oWGaiAtv"
"OC10PFY","Hyundai","ATS",2012,"AWuKITfb"
"HU32HTI","Dodge","Model Y",2021,"DRFGhvaI"
"DS97GLM","Bugatti","1",2016,"SZtnwrqb"
"PR74LDN","Bugatti","Malibu",2020,"GNVbZKdY"
"RB97SGD","Cadillac","Grand Cherokee",2018,"VKYHRZrK"
"CX38HFC","Mini","Civic",2023,"Fglyntpd"
"BI79RSE","Hyundai","1",2015,"WdrOxDbA"
"MN40XSB","Lamborghini","XC90",2021,"TZMpZIMK"
"JV60QPX","Mercedes Benz","Charger",2024,"fHbpLAqI"
"CY93ZTQ","Bugatti","Grand Caravan",2015,"xRdsQPsj"
"GF74FKA","Land Rover","V90",2016,"GFSNfCoT"
"HO05XNX","Land Rover","Fiesta",2014,"nYsqocrJ"
"XP39EUC","BMW","XC90",2012,"DLkEMzEw"
"NH64YEY","Maserati","Land Cruiser",2022,"KWwpIlWR"
"OY28ICM","Jeep","Sentra",2014,"UyULEUwE"
"TU38ORF","Chrysler","A8",2014,"jiVOZfFi"
"EL46QWI","Honda","Corvette",2014,"WPxwpdKI"
"GE50WBR","Audi","Altima",2019,"cCfZHYGY"
"KX52CFA","Mazda","PT Cruiser",2013,"yHFWcAcD"
"JG47TMA","Bentley","Jetta",2018,"IumsJyTY"
"OE98UFV","Lamborghini","Grand Cherokee",2021,"uEGOkyQJ"
"RS39KJD","Jaguar","Camry",2019,"HeKvWjbM"
"LT15VGV","Dodge","Golf",2019,"XvzVowWl"
"YS46RFO","Polestar","Mercielago",2020,"cSAosmkt"
"NO92NYP","Smart","Countach",2023,"xigAvQHf"
"JM55GDI","Land Rover","Malibu",2023,"nWJoapjG"
"YO87LDS","Porsche","Focus",2013,"ZbqQDVXR"
"WZ15BUG","Jeep","PT Cruiser",2020,"mLEoPPmp"
"MI66JWY","Volvo","Civic",2021,"dzfsCDku"
"ET76FXA","Porsche","Spyder",2010,"casZRyAK"
"ZL36PTN","Tesla","A4",2019,"mTBgfpFw"
"EX89HRO","Fiat","Fortwo",2014,"TLbBGEXv"
"AD00GPL","Mercedes Benz","Malibu",2012,"ZIYCptcB"
"QR18SBH","Rolls Royce","LeBaron",2018,"laczYkUJ"
"WD05LHQ","Chrysler","2",2017,"HGMdkCtQ"
"AC88HLF","Cadillac","Malibu",2016,"LLTtwnuP"
"LW01NXK","Dodge","El Camino",2016,"bTdcIreV"
"KC38BOB","Mazda","Mercielago",2013,"CuFvxCop"
"VG30VFV","Volvo","Civic",2014,"ruXfosZv"
"ZP36ESV","Cadillac","Grand Cherokee",2014,"pMMjoZez"
"QK07MTQ","Audi","V90",2017,"XGPxgYRP"
"VS75PWF","Porsche","Mercielago",2019,"HmXUOFiI"
"BR29QRZ","Bentley","F-150",2011,"eYCEnjSH"
"CB58WLA","Porsche","Fortwo",2015,"ePSFjeyV"
"XV95KRJ","Nissan","Mustang",2015,"xlFWmPlU"
"WG24QRU","Nissan","Impala",2012,"mnjlGcEJ"
"RO57XQK","Aston Martin","V90",2023,"RcrvMMjP"
"ZG65ZCL","Audi","Wrangler",2020,"yXOEaCDp"
"XH53CCU","Honda","Volt",2022,"aLGyeKmB"
"MP48UKV","Fiat","Camry",2020,"hbJtiehb"
"OD67KPH","Rolls Royce","Sentra",2012,"TNpaEckQ"
"AH41WQR","BMW","Camaro",2013,"ZQQlWSAs"
"BR05CTZ","Rolls Royce","A8",2022,"ToyQMGoi"
"TT95WUT","Aston Martin","Durango",2017,"YOHOQpzK"
"OW78OGM","Volkswagen","Colorado",2012,"yWiLbmLy"
"BH62GZT","Lamborghini","PT Cruiser",2013,"RtIkwfBf"
"GI70FRM","Mazda","El Camino",2017,"ZtBWoNpp"
"XS90RMB","Volvo","CTS",2022,"YOBXvRmg"
"CK47ZAF","Lamborghini","V90",2016,"XNQvDheN"
"CK95KFJ","Bugatti","Explorer",2020,"MjgzUVCg"
"HC25STJ","Nissan","Grand Cherokee",2019,"zLlDttTY"
"VX55ZXR","Bentley","2",2013,"EYDAJQKk"
"WV50UIV","Chevrolet","Golf",2020,"KfHOuWHh"
"DN62UNM","Polestar","Golf",2010,"yGgPtmOv"
"XJ16MXS","Smart","XC90",2013,"pySxHuQF"
"QU84ZVH","Cadillac","Corvette",2018,"dlIOjCbm"
"SA65QOL","Jaguar","XTS",2021,"aXZyOIRp"
"KL99BOM","Dodge","Fiesta",2024,"HLyQTGLk"
"RU36FVP","Rolls Royce","CTS",2023,"GdYCjzsY"
"KR99FNJ","Nissan","Colorado",2017,"jccaxMSr"
"GF34NJK","Ferrari","F-150",2013,"TXevpfRn"
"MY92QUK","Kia","Ranchero",2011,"KqliLAJG"
"QA05HBP","Lamborghini","XTS",2023,"iUPQevPG"
"BM08PUU","Mini","XC90",2010,"WgWJraSL"
"YO22VBV","Fiat","A8",2021,"nhvCdwNR"
"LU16JCJ","Mazda","Model S",2010,"OnbNdjzK"
"CH77PQN","Chevrolet","Countach",2023,"OdbrBuPp"
"YZ08QMX","Mini","Impala",2018,"WwiQTyno"
"DS90WZD","Porsche","1",2011,"cgbRvzsB"
"ME76BLP","Lamborghini","ATS",2013,"sMoENxfK"
"JZ73UIA","Chrysler","Cruze",2014,"zsTzQkOu"
"DX51PDN","Fiat","V90",2014,"IxbUNYeL"
"UT50EIP","Chevrolet","Prius",2021,"TuNIZVdz"
"NH28MCA","Jeep","Model T",2018,"LdRBQcjQ"
"KJ03MJF","Mazda","Silverado",2016,"cSEXFNpB"
"QF42EJH","Nissan","PT Cruiser",2017,"wxpMhLFE"
"UF11FAR","Mini","Spyder",2012,"CgqDEpqp"
"OL86SCZ","Ford","Grand Caravan",2015,"umDNoJxi"
"IQ26YSS","Audi","Corvette",2023,"FCwxPUkH"
"YC55XCR","Bugatti","Roadster",2020,"LpkfpoVw"
"UN59TWJ","Nissan","Model X",2013,"GHYtPmEd"
"PC77ZQU","Tesla","Model T",2022,"ydIBNLYw"
"CX55RIK","Dodge","Colorado",2018,"fsYzbEfZ"
"ZJ41XAS","Chevrolet","Grand Cherokee",2015,"EpePPfIN"
"TD14ZWE","Cadillac","PT Cruiser",2012,"ZMOjkhWA"
"IO63NVB","Nissan","Grand Caravan",2021,"VVwuKYyM"
"IW38KTK","BMW","Grand Cherokee",2019,"xozXGwdh"
"DH81HGR","Porsche","CX-9",2020,"oPJolqhW"
"MN57JUP","Nissan","Mercielago",2021,"aPAXqGNj"
"RL52HCF","Lamborghini","Fiesta",2021,"syHAffTR"
"TL50ZUS","Volvo","A8",2017,"HvQIVAtX"
"YH34QYU","BMW","Sentra",2020,"qaOycGXo"
"KK73BKK","Ferrari","Challenger",2017,"wGKjngvx"
"BM79SBX","Volkswagen","Grand Caravan",2021,"wQXYtMwJ"
"PI92HUZ","Bugatti","Altima",2020,"UxSBwkhB"
"YI16ZEF","Porsche","V90",2014,"nsENNWHT"
"BS66GTY","Mazda","Model T",2022,"dbUPMGjN"
"HA60MRQ","Land Rover","Escalade",2013,"JjkiglKD"
"OZ65ZCC","Volvo","Civic",2016,"aWaYSOCD"
"FW39LMJ","Polestar","Sentra",2011,"MfcZNCcv"
"XD05YZX","Ferrari","Silverado",2022,"afOyGdiT"
"GZ03GAI","Rolls Royce","Durango",2017,"kxpOSnNY"
"GT21ARG","BMW","Civic",2019,"KoIRYVCW"
"WF27UWC","Kia","Colorado",2011,"ihZvFGzn"
"GO05YZV","Hyundai","Malibu",2013,"XaEeJfrI"
"WL71VEX","Chrysler","Aventador",2022,"nqzGJrEY"
"HY85UGL","Honda","Alpine",2019,"zLZKDRaI"
"WS99KXE","Rolls Royce","XTS",2017,"wdQWVguX"
"NV25NWU","Mazda","Escalade",2012,"oBxBABlm"
"RP72KWA","Audi","Ranchero",2010,"xlcojbaK"
"UX66KKF","Fiat","Colorado",2020,"wWHhdxFE"
"CI14UVI","BMW","Camaro",2011,"PjYQIfHW"
"IH77JKE","Kia","Model X",2022,"WJmHFsbM"
"ZT12HHO","BMW","Corvette",2016,"QwKvQHYK"
"PR11BVN","Toyota","Model S",2022,"qePBOdky"
"PN69WNZ","Maserati","Accord",2023,"NZWNZIms"
"SH63YMW","BMW","Roadster",2014,"TIpMMyTv"
"SB16GIW","Aston Martin","Taurus",2019,"QImhEWmv"
"TT63AVI","Dodge","Wrangler",2012,"PiDvTYbo"
"ZZ71YUW","Mercedes Benz","Altima",2024,"hthCheBs"
"WT86BIT","Toyota","Mustang",2015,"DoDpojJo"
"QR61FUP","Lamborghini","Expedition",2013,"mYkhwkES"
"HK74CON","Volvo","Spyder",2011,"VwEnzQvL"
"JM29DFO","Volkswagen","Camry",2023,"PvosHdbD"
"BO80LVY","Fiat","Civic",2011,"ltQsPPgr"
"KT80IKQ","Maserati","Model 3",2016,"qnpSnBxO"
"VG86JQW","Dodge","Model X",2011,"CvmgnJya"
"QO15KXI","Bentley","Wrangler",2022,"JnkECcWe"
"KZ47UEZ","Rolls Royce","Grand Caravan",2014,"OOTHOTVk"
"DM86SAA","Hyundai","Sentra",2011,"HvKofodp"
"RS77FXH","Rolls Royce","Corvette",2013,"biJDNQod"
"YG16UGW","Volvo","Volt",2021,"rrTVjavD"
"DR13ZRG","Toyota","1",2011,"LoQAZXmk"
"QW82JQD","Chevrolet","Alpine",2012,"UsClfSZK"
"WG47VYE","Bugatti","Alpine",2011,"NHOfoLbd"
"RV17BBP","Bugatti","Camry",2023,"hyqaeglx"
"WK22RSC","Mazda","Roadster",2023,"QlvlLmBq"
"KE76JRR","Smart","Charger",2023,"YxqMqCkl"
"BW44DDR","Mini","Wrangler",2020,"LEkCMxGT"
"OG95NXE","Honda","CTS",2024,"yZThaJaW"
"XK55WQB","Lamborghini","Challenger",2010,"heECUvBN"
"QN77CBQ","Volkswagen","Aventador",2013,"aoQIcBNy"
"TL39ELG","Tesla","A8",2015,"VuWfEPIw"
"CU39EJT","Aston Martin","Spyder",2023,"BKriCVtY"
"MK47TTQ","Bugatti","Durango",2023,"tlrnRmCI"
"YA74ZGQ","Cadillac","ATS",2019,"YyXriZXn"
"FH53VMD","BMW","Grand Caravan",2014,"ZBqJGmUF"
"YQ88FBM","Ford","Explorer",2016,"wIxnuyZY"
"UM74ZWU","BMW","911",2020,"XnuBQlXW"
"NJ41QEF","Smart","El Camino",2022,"jwCgohXb"
"VU44JMQ","Land Rover","Grand Caravan",2014,"deYwZhly"
"BW79AAO","Mini","PT Cruiser",2020,"YrAinIrX"
"PI43WZK","Ford","Charger",2020,"ibagjagf"
"QI97CBI","Bugatti","Fortwo",2024,"kjeiqxhN"
"PN64NQC","Polestar","Roadster",2013,"kfcLKuXt"
"FC66QEU","Chrysler","Fortwo",2017,"MHgIZLNt"
"IP32XPR","Land Rover","Mustang",2021,"UwDNhTWQ"
"GX98OOD","Nissan","Wrangler",2016,"INDBwjtm"
"FY02CYV","Jaguar","Countach",2021,"TDfgULQs"
"UU17BLY","Volkswagen","Escalade",2021,"mufdoxJv"
"JD85KBX","Jaguar","Challenger",2019,"EzTxsjUD"
"WN11NFO","Bugatti","911",2019,"EQfKmaNZ"
"LM42NPH","Toyota","Model T",2017,"igjYKHrW"
"CW97ZSZ","Mazda","Model S",2018,"RwhNaoIP"
"PB66YLP","Mercedes Benz","Spyder",2023,"lgxSIfQh"
"SJ46OTG","Aston Martin","Civic",2016,"mqxvhbNS"
"VP12BFA","Rolls Royce","A4",2019,"LqagwtkA"
"PM04BMT","Bentley","F-150",2021,"qDqdgSrJ"
"GL97VSD","Porsche","Beetle",2014,"aeAQiGSr"
"GP86FKT","Dodge","F-150",2010,"syNUToMb"
"OD58PVN","Rolls Royce","Wrangler",2023,"fEmiTkHt"
"CI30XGA","Jaguar","CX-9",2022,"njCVXZWv"
"RL43OAA","Mazda","Mustang",2014,"PaoVcZUa"
"MQ64OFK","Toyota","Grand Caravan",2023,"Nffbuudl"
"KA93MYL","Tesla","XTS",2023,"gfUBZqLi"
"SD71XRB","BMW","2",2020,"cWBiTooe"
"HT43IIK","Bentley","Countach",2010,"uKBCSEkW"
"CS97OHP","Porsche","Land Cruiser",2010,"JgouUCMB"
"KN33HOE","Land Rover","CX-9",2018,"GscCgQFm"
"YK81OKQ","Porsche","Silverado",2015,"xiCEQCpJ"
"CH91NEC","Maserati","Expedition",2011,"cwiVsNLW"
"YW86IPP","Maserati","A4",2019,"PcPhssRv"
"OO91OAR","Bentley","Colorado",2022,"CqekdlaF"
"DF06WSH","Jaguar","Model 3",2011,"gddHRYad"
"KD71ZHW","Ford","XTS",2021,"wqbTEmXe"
"EX23YXO","Polestar","Durango",2023,"GZkArkLk"
"GH03YJR","Honda","1",2016,"scpYyHth"
"ML89JKI","Tesla","Expedition",2013,"dXNTSyMs"
"JT75MNR","Volvo","Malibu",2014,"OsxIjXJB"
"CM86PBL","Honda","Fiesta",2022,"FiFkJjHH"
"EG86TNC","Bentley","Explorer",2022,"RamkrVRh"
"BN51CIF","Audi","Altima",2020,"INroDzjB"
"CV75QLW","Smart","Model S",2016,"oLMwoxvp"
"DO97TEM","Bugatti","Civic",2011,"fSknZJix"
"VW38AQR","Ford","Escalade",2016,"dwakIaQR"
"EZ64OKZ","Rolls Royce","CX-9",2024,"cdrZsmQX"
"TT14FJA","Hyundai","Charger",2023,"DqddvkPA"
"SG43CFQ","Hyundai","Model X",2019,"SxmZtcNb"
"WY60DUE","Bugatti","Beetle",2017,"OJbtZpaN"
"ZV56BKS","Rolls Royce","Grand Caravan",2018,"IewAWYTe"
"BN52FQN","Land Rover","Fiesta",2012,"dzkfHXjW"
"ET01LFF","Mercedes Benz","Camaro",2021,"LVSjMRnu"
"CH02DZQ","Audi","Golf",2013,"pifanQTY"
"LO89GUU","Ford","Spyder",2016,"uUdJcJyq"
"HD30DLD","Mini","Model X",2022,"JxSVFhJm"
"CN32QFA","Lamborghini","XTS",2020,"dlcZCfgZ"
"YH35WBJ","Bentley","Model Y",2022,"vUzIGvMh"
"YY27RQJ","Volkswagen","Camaro",2011,"zWhMyfAd"
"RY56IWJ","Maserati","Model Y",2013,"TbyrLpEx"
"ME17RPT","Smart","2",2020,"EKThCbug"
"DN91THK","Ford","Model S",2020,"fhxsLYgo"
"MJ97VIP","Lamborghini","Durango",2021,"ORXPNGeB"
"XO97VFO","Aston Martin","Grand Caravan",2012,"VZLtDRGv"
"LJ75TAE","Ferrari","Colorado",2020,"WceZQBbg"
"TG92SAJ","Toyota","ATS",2012,"kYlfFYiT"
"TG37RKZ","Bugatti","Camry",2016,"UQSLSIVM"
"UE10XPF","BMW","LeBaron",2013,"wnSJjLll"
"QD86AOD","Rolls Royce","Grand Cherokee",2018,"vczguTEs"
"SV08KTO","Mazda","PT Cruiser",2022,"wuJEoCZI"
"OM73ZXR","Volvo","Impala",2022,"vaubJRCN"
"DR64BRV","Ford","Colorado",2023,"AGgbBkLA"
"OM37ODE","Aston Martin","Model 3",2012,"DQxlgmNN"
"QA74VXK","Nissan","Altima",2020,"IFosywpT"
"VX57GZS","Rolls Royce","1",2013,"KZfSzGUA"
"QV80ECD","Chevrolet","Land Cruiser",2022,"jXSNEMkV"
"IN66XKF","BMW","Countach",2013,"YaOMYkRT"
"GX26EYR","Cadillac","CX-9",2023,"JGYIGXQq"
"TE13CGL","Land Rover","Accord",2011,"OmnbGyzD"
"UM14YXP","Cadillac","Camry",2012,"VPPPXsKE"
"UW39WVQ","Rolls Royce","XTS",2011,"brAokXFz"
"BP55BQW","Bugatti","Wrangler",2017,"iAKngHmi"
"CK55TZQ","Honda","Roadster",2018,"GMMJUPQQ"
"LZ56KDX","Jaguar","Alpine",2015,"dUJpgAFI"
"OU69YMM","Honda","Jetta",2022,"HOHXdopm"
"WN15UQC","Jaguar","Model T",2012,"nQjxNEmD"
"KN23XVU","Ferrari","F-150",2020,"ZcgERPJB"
"KB02MAN","Volkswagen","Camry",2017,"LyzJvOWx"
"OT30UBK","Bugatti","Model S",2012,"ntYPbskP"
"JM72FTM","Mazda","Beetle",2020,"BQchQxda"
"AU03CJA","Volkswagen","Fiesta",2021,"dLREZChD"
"PB22XTG","Smart","Beetle",2010,"WfRAvdRm"
"ME34ULB","Chrysler","Land Cruiser",2013,"XrvgRBwY"
"XP18LBH","Polestar","CX-9",2019,"OWwTpSBu"
"ZI58SFC","Smart","Jetta",2023,"wWvxAEOm"
"BV16FAL","Chevrolet","A4",2015,"IMjFreEZ"
"XD40OVT","Hyundai","Model X",2024,"jNNfPcUI"
"HX00HWB","Toyota","Camry",2017,"purQOgJX"
"MY01PNP","Smart","911",2022,"mbtTzmHy"
"XQ33VQL","Mazda","Roadster",2016,"atXTSHiz"
"RB25DLZ","Jeep","Camry",2011,"ZZQSSeeH"
"VK68PGG","Audi","Model S",2013,"yhnEQJNj"
"WH98FNU","Jaguar","Jetta",2018,"qalXKDcB"
"RO80IUW","Hyundai","Explorer",2014,"DUsfvpEr"
"QR41CRL","Bugatti","Element",2018,"kvBhmaWY"
"AY26NHA","Lamborghini","Impala",2020,"zoPjTCyh"
"MT05UVY","Mercedes Benz","Spyder",2019,"rqakLKWm"
"YQ15QNH","Cadillac","Focus",2016,"VQEhruUS"
"UN77SMV","Audi","Camry",2015,"zLutYvRZ"
"LO93XKP","Audi","Model Y",2016,"XSIKXlZb"
"MW01DMI","Kia","Focus",2017,"bhyswxpc"
"IA52TES","Aston Martin","LeBaron",2018,"UdikUPFh"
"VE47TAO","Nissan","Grand Caravan",2012,"IJfiuqTu"
"SU58KPU","Rolls Royce","Impala",2022,"DupADMgg"
"KE48AFP","Fiat","Model Y",2012,"BSWAnsqB"
"DE49IXR","Polestar","Silverado",2011,"FMhoPPmM"
"XZ02IET","Chevrolet","911",2018,"GWSnjSAG"
"LA81LTY","Volkswagen","Model 3",2024,"pcBmhmGn"
"CM42YAY","Bentley","ATS",2021,"BynxnBAO"
"MC90KTG","Bentley","Camry",2020,"oDqRUeul"
"FF69NHM","Ford","Colorado",2020,"VwYwDqWq"
"NQ22LDI","Ferrari","Impala",2017,"eQujzXZS"
"PH00BAB","Bugatti","Escalade",2015,"XNbLbKRR"
"UV92WBQ","BMW","Accord",2012,"JRuzAwpK"
"EW66LCP","Mercedes Benz","Grand Cherokee",2021,"bRjcHMXd"
"GB89TYK","Fiat","XTS",2010,"DfgmLjaP"
"OL25QVY","Bugatti","Escalade",2023,"CYVSxCBO"
"CW23LUW","Ferrari","Silverado",2012,"QkmfRzRh"
"QR97JLL","Porsche","Impala",2016,"eUNsQSyE"
"XS19COB","Mini","Impala",2014,"TiJpGGzo"
"PF29QHA","Mercedes Benz","Model T",2024,"ScBavKCS"
"XF28ZIW","Chevrolet","1",2015,"YTBHVDKB"
"ZM51IJT","Porsche","XTS",2020,"zkNvfFAV"
"TF84JGW","Aston Martin","Model S",2021,"YgoDfPYH"
"CT95LOQ","Volkswagen","CTS",2017,"NlvIHWeU"
"ME14NHQ","Jeep","Model Y",2012,"qKjlFrRD"
"MG64ODE","Nissan","Model Y",2013,"VtUXyywH"
"JN89GLX","Kia","Fortwo",2010,"DmUNXdkw"
"VT51JOW","Maserati","F-150",2011,"vSsWwYlk"
"QT78VAU","Volkswagen","Roadster",2010,"ikUfLEiC"
"RF02CJB","Cadillac","Colorado",2022,"YzBcecVR"
"CL15GVB","Volkswagen","A4",2023,"OyNNapOd"
"BU00NKU","Jaguar","XC90",2021,"gQSShnkD"
"OP30UFY","Jaguar","CX-9",2022,"RGUcyjtO"
"GN94CLJ","Jeep","F-150",2019,"axWtuZwx"
"PW64MSG","Bentley","Sentra",2012,"VSYrFARi"
"WT12QRC","Ferrari","Corvette",2010,"NQIpLENR"
"UU23UAG","Tesla","Camaro",2018,"WQYaSuAm"
"KH65ILC","Land Rover","A8",2012,"ecVogPMo"
"FN33OBY","Ferrari","Element",2014,"CILmUYRZ"
"BO80VUJ","Aston Martin","XC90",2014,"QDtpeIds"
"YC75CVL","Smart","El Camino",2013,"WBzntDsi"
